Sample in Buffer	Sample in Window	addra_0	douta_0m	douta_1m	douta_2m	douta_3m	douta_4m	douta_5m	douta_6m	douta_7m
77	77	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
78	78	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
79	79	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
80	80	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
81	81	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
82	82	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
83	83	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
84	84	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
85	85	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
86	86	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
87	87	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
88	88	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
89	89	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
90	90	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
91	91	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
92	92	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
93	93	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
94	94	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
95	95	01	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
96	96	02	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
97	97	02	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
98	98	02	1C3E82	188E5F	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
99	99	02	1C3E82	04C784	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
100	100	02	1C3E82	04C784	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
101	101	02	1C3E82	04C784	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
102	102	02	1C3E82	04C784	1932EE	15DC8B	0E130F	0EAA82	0F646F	17A30D	
103	103	02	1C3E82	04C784	1932EE	15DC8B	162304	0EAA82	0F646F	17A30D	
104	104	02	1C3E82	04C784	1932EE	15DC8B	162304	0EAA82	0F646F	17A30D	
105	105	02	1C3E82	04C784	1932EE	15DC8B	162304	1EB007	0F646F	17A30D	
106	106	02	1C3E82	04C784	1932EE	15DC8B	162304	1EB007	0F646F	17A30D	
107	107	02	1C3E82	04C784	1932EE	15DC8B	162304	1EB007	0F646F	03AB14	
108	108	02	1C3E82	04C784	1932EE	15DC8B	162304	1EB007	0F646F	03AB14	
109	109	02	1C3E82	04C784	1D091E	15DC8B	162304	1EB007	0F646F	03AB14	
110	110	02	1C3E82	04C784	1D091E	15DC8B	162304	1EB007	0F646F	03AB14	
111	111	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	03AB14	
112	112	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	03AB14	
113	113	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	13CD25	
114	114	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	13CD25	
115	115	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	139B65	
116	116	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	0F646F	139B65	
117	117	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	035865	139B65	
118	118	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	035865	139B65	
119	119	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
120	120	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
121	121	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
122	122	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
123	123	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
124	124	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
125	125	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
126	126	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
127	127	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
128	128	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
129	129	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
130	130	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
131	131	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
132	132	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
133	133	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
134	134	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
135	135	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
136	136	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
137	137	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
138	138	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
139	139	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
140	140	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
141	141	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
142	142	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
143	143	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
144	144	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
145	145	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
146	146	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
147	147	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
148	148	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
149	149	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
150	150	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
151	151	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
152	152	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
153	153	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
154	154	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
155	155	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
156	156	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
157	157	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
158	158	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
159	159	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
160	160	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
161	161	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
162	162	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
163	163	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
164	164	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
165	165	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
166	166	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
167	167	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
168	168	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
169	169	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
170	170	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
171	171	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
172	172	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
173	173	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
174	174	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
175	175	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
176	176	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
177	177	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
178	178	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
179	179	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
180	180	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
181	181	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
182	182	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
183	183	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
184	184	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
185	185	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
186	186	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
187	187	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
188	188	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
189	189	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
190	190	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
191	191	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
192	192	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
193	193	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
194	194	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
195	195	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
196	196	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
197	197	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
198	198	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
199	199	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
200	200	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
201	201	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
202	202	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
203	203	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
204	204	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
205	205	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
206	206	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
207	207	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
208	208	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
209	209	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
210	210	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
211	211	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
212	212	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
213	213	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
214	214	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
215	215	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
216	216	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
217	217	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
218	218	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
219	219	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
220	220	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
221	221	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
222	222	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
223	223	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
224	224	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
225	225	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
226	226	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
227	227	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
228	228	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
229	229	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
230	230	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
231	231	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
232	232	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
233	233	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
234	234	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
235	235	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
236	236	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
237	237	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
238	238	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
239	239	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
240	240	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
241	241	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
242	242	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
243	243	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
244	244	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
245	245	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
246	246	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
247	247	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
248	248	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
249	249	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
250	250	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
251	251	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
252	252	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
253	253	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
254	254	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
255	255	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
256	256	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
257	257	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
258	258	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
259	259	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
260	260	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
261	261	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
262	262	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
263	263	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
264	264	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
265	265	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
266	266	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
267	267	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
268	268	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
269	269	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
270	270	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
271	271	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
272	272	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
273	273	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
274	274	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
275	275	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
276	276	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
277	277	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
278	278	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
279	279	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
280	280	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
281	281	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
282	282	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
283	283	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
284	284	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
285	285	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
286	286	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
287	287	02	1C3E82	04C784	0D2F2F	15DC8B	162304	1EB007	173BEB	139B65	
