Sample in Buffer	Sample in Window	addra_0	douta_0m	douta_1m	douta_2m	douta_3m	douta_4m	douta_5m	douta_6m	douta_7m
26	26	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
27	27	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
28	28	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
29	29	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
30	30	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
31	31	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
32	32	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
33	33	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
34	34	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
35	35	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
36	36	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
37	37	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
38	38	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
39	39	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
40	40	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
41	41	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
42	42	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
43	43	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
44	44	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
45	45	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
46	46	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
47	47	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
48	48	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
49	49	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
50	50	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
51	51	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
52	52	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
53	53	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
54	54	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
55	55	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
56	56	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
57	57	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
58	58	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
59	59	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
60	60	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
61	61	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
62	62	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
63	63	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
64	64	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
65	65	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
66	66	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
67	67	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
68	68	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
69	69	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
70	70	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
71	71	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
72	72	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
73	73	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
74	74	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
75	75	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
76	76	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
77	77	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
78	78	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
79	79	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
80	80	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
81	81	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
82	82	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
83	83	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
84	84	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
85	85	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
86	86	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
87	87	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
88	88	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
89	89	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
90	90	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
91	91	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
92	92	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
93	93	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
94	94	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
95	95	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
96	96	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
97	97	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
98	98	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
99	99	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
100	100	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
101	101	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
102	102	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
103	103	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
104	104	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
105	105	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
106	106	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
107	107	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
108	108	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
109	109	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
110	110	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
111	111	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
112	112	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
113	113	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
114	114	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
115	115	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
116	116	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
117	117	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
118	118	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
119	119	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
120	120	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
121	121	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
122	122	16	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
123	123	17	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
124	124	17	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
125	125	17	0C1B07	10B018	0D1C0F	019FE2	0E4A15	16A787	0B2A92	0F8187	
126	126	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	0B2A92	0F8187	
127	127	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	0B2A92	0F8187	
128	128	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	0B2A92	0F8187	
129	129	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	0B2A92	0F8187	
130	130	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	033082	0F8187	
131	131	17	0C1B07	10B018	0D1C0F	019FE2	0631EC	16A787	033082	0F8187	
132	132	17	0C1B07	10B018	0D1C0F	05D68A	0631EC	16A787	033082	0F8187	
133	133	17	0C1B07	10B018	0D1C0F	05D68A	0631EC	16A787	033082	0F8187	
134	134	17	0C1B07	089A80	0D1C0F	05D68A	0631EC	16A787	033082	0F8187	
135	135	17	0C1B07	089A80	0D1C0F	05D68A	0631EC	16A787	033082	0F8187	
136	136	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	16A787	033082	0F8187	
137	137	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	16A787	033082	0F8187	
138	138	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	16A787	033082	0F8187	
139	139	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	16A787	033082	0F8187	
140	140	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	12A787	033082	0F8187	
141	141	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	12A787	033082	0F8187	
142	142	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	12A787	033082	13EB8D	
143	143	17	0C1B07	089A80	0D1C0F	0DD204	0631EC	12A787	033082	13EB8D	
144	144	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	13EB8D	
145	145	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	13EB8D	
146	146	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
147	147	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
148	148	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
149	149	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
150	150	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
151	151	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
152	152	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
153	153	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
154	154	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
155	155	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
156	156	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
157	157	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
158	158	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
159	159	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
160	160	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
161	161	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
162	162	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
163	163	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
164	164	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
165	165	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
166	166	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
167	167	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
168	168	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
169	169	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
170	170	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
171	171	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
172	172	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
173	173	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
174	174	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
175	175	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
176	176	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
177	177	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
178	178	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
179	179	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
180	180	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
181	181	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
182	182	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
183	183	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
184	184	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
185	185	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
186	186	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
187	187	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
188	188	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
189	189	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
190	190	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
191	191	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
192	192	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
193	193	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
194	194	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
195	195	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
196	196	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
197	197	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
198	198	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
199	199	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
200	200	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
201	201	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
202	202	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
203	203	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
204	204	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
205	205	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
206	206	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
207	207	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
208	208	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
209	209	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
210	210	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
211	211	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
212	212	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
213	213	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
214	214	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
215	215	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
216	216	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
217	217	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
218	218	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
219	219	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
220	220	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
221	221	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
222	222	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
223	223	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
224	224	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
225	225	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
226	226	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
227	227	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
228	228	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
229	229	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
230	230	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
231	231	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
232	232	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
233	233	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
234	234	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
235	235	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
236	236	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
237	237	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
238	238	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
239	239	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
240	240	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
241	241	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
242	242	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
243	243	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
244	244	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
245	245	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
246	246	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
247	247	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
248	248	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
249	249	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
250	250	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
251	251	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
252	252	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
253	253	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
254	254	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
255	255	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
256	256	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
257	257	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
258	258	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
259	259	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
260	260	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
261	261	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
262	262	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
263	263	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
264	264	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
265	265	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
266	266	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
267	267	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
268	268	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
269	269	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
270	270	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
271	271	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
272	272	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
273	273	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
274	274	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
275	275	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
276	276	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
277	277	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
278	278	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
279	279	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
280	280	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
281	281	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
282	282	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
283	283	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
284	284	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
285	285	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
286	286	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
287	287	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
288	288	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
289	289	17	0C1B07	089A80	0D1C0F	19D68A	0631EC	12A787	033082	0F8187	
